Least-squares	SpotMedian Ch1=635nm		SpotMedian Ch2= nm		
y=ax+b	Gain1-Gain2	Gain1-Gain3	Gain1-Gain2	Gain1-Gain3
a	0.517	0.283	-	-
b	10.035	15.041	-	-
r2	0.999818	0.999748	-	-

						SpotMedian		BG_Median		Gain1		Gain2		Gain3
Cell	Block	Column	Row	G_Name	G_ID	635nm	 nm	635nm	 nm	Flag_635	Flag_ 	Flag_635	Flag_ 	Flag_635	Flag_ 
3	1	1	1	hsa-miR-28-3p	MIMAT0004502	63.342721	-	39.810477	-	OK	-	OK	-	OK	-
3	1	2	1	hsa-miR-27a-5p	MIMAT0004501	64.843254	-	52.054965	-	OK	-	OK	-	OK	-
3	1	3	1	hsa-miR-518b	MIMAT0002844	63.920861	-	56.257691	-	OK	-	OK	-	OK	-
3	1	4	1	hsa-miR-520b	MIMAT0002843	66.370766	-	54.506586	-	OK	-	OK	-	OK	-
3	1	5	1	hsa-miR-498	MIMAT0002824	144.762198	-	126.282889	-	OK	-	OK	-	OK	-
3	1	6	1	hsa-miR-512-3p	MIMAT0002823	61.953939	-	43.822151	-	OK	-	OK	-	OK	-
3	1	7	1	hsa-miR-491-5p	MIMAT0002807	118.227372	-	92.002626	-	OK	-	OK	-	OK	-
3	1	8	1	hsa-miR-490-3p	MIMAT0002806	69.098448	-	52.229237	-	OK	-	OK	-	OK	-
3	1	9	1	hsa-miR-452-5p	MIMAT0001635	68.792415	-	49.734228	-	OK	-	OK	-	OK	-
3	1	10	1	hsa-miR-451a	MIMAT0001631	137.424467	-	96.130569	-	OK	-	OK	-	OK	-
3	1	1	2	hsa-miR-1302	MIMAT0005890	60.915081	-	48.571048	-	OK	-	OK	-	OK	-
3	1	2	2	hsa-miR-548l	MIMAT0005889	57.943231	-	25.821744	-	OK	-	OK	-	OK	-
3	1	3	2	hsa-miR-1208	MIMAT0005873	60.154746	-	39.490967	-	OK	-	OK	-	OK	-
3	1	4	2	hsa-miR-1207-3p	MIMAT0005872	70.274973	-	47.575053	-	OK	-	OK	-	OK	-
3	1	5	2	hsa-miR-124-5p	MIMAT0004591	66.320564	-	37.813560	-	OK	-	OK	-	OK	-
3	1	6	2	hsa-miR-122-3p	MIMAT0004590	61.004460	-	40.448804	-	OK	-	OK	-	OK	-
3	1	7	2	"hsa-miR-199a-3p, hsa-miR-199b-3p"	"MIMAT0000232, MIMAT0004563"	59.704417	-	39.162914	-	OK	-	OK	-	OK	-
3	1	8	2	hsa-miR-196a-3p	MIMAT0004562	58.071146	-	41.596077	-	OK	-	OK	-	OK	-
3	1	9	2	hsa-miR-16-2-3p	MIMAT0004518	69.381899	-	50.289342	-	OK	-	OK	-	OK	-
3	1	10	2	hsa-miR-106a-3p	MIMAT0004517	71.897960	-	52.985852	-	OK	-	OK	-	OK	-
3	1	1	3	hsa-miR-4281	MIMAT0016907	2498.466819	-	3352.828158	-	OK	-	OK	-	OK	-
3	1	2	3	hsa-miR-4271	MIMAT0016901	232.743115	-	229.607642	-	OK	-	OK	-	OK	-
3	1	3	3	hsa-miR-3130-3p	MIMAT0014994	66.498576	-	49.518487	-	OK	-	OK	-	OK	-
3	1	4	3	hsa-miR-4285	MIMAT0016913	66.381899	-	42.415878	-	OK	-	OK	-	OK	-
3	1	5	3	hsa-miR-2277-3p	MIMAT0011777	70.486806	-	52.618089	-	OK	-	OK	-	OK	-
3	1	6	3	hsa-miR-2276-3p	MIMAT0011775	76.153156	-	53.859782	-	OK	-	OK	-	OK	-
3	1	7	3	hsa-miR-1270	MIMAT0005924	57.437983	-	37.527089	-	OK	-	OK	-	OK	-
3	1	8	3	hsa-miR-1269a	MIMAT0005923	61.465177	-	41.296364	-	OK	-	OK	-	OK	-
3	1	9	3	hsa-miR-1255a	MIMAT0005906	58.677117	-	39.197180	-	OK	-	OK	-	OK	-
3	1	10	3	hsa-miR-1254	MIMAT0005905	144.042313	-	122.407808	-	OK	-	OK	-	OK	-
3	1	1	4	hsa-miR-4424	MIMAT0018939	64.404375	-	36.246658	-	OK	-	OK	-	OK	-
3	1	2	4	hsa-miR-4785	MIMAT0019949	68.575122	-	39.970813	-	OK	-	OK	-	OK	-
3	1	3	4	hsa-miR-4680-5p	MIMAT0019764	59.499105	-	39.428827	-	OK	-	OK	-	OK	-
3	1	4	4	hsa-miR-3124-3p	MIMAT0019200	57.137834	-	49.480216	-	OK	-	OK	-	OK	-
3	1	5	4	hsa-miR-4722-3p	MIMAT0019837	78.879988	-	58.497061	-	OK	-	OK	-	OK	-
3	1	6	4	hsa-miR-3140-5p	MIMAT0019204	56.621454	-	35.534404	-	OK	-	OK	-	OK	-
3	1	7	4	hsa-miR-4709-5p	MIMAT0019811	59.165772	-	33.199036	-	OK	-	OK	-	OK	-
3	1	8	4	hsa-miR-3973	MIMAT0019358	63.182258	-	37.335683	-	OK	-	OK	-	OK	-
3	1	9	4	hsa-miR-3186-3p	MIMAT0015068	70.742745	-	46.627728	-	OK	-	OK	-	OK	-
3	1	10	4	hsa-miR-3065-5p	MIMAT0015066	60.854385	-	43.487075	-	OK	-	OK	-	OK	-
3	1	1	5	hsa-miR-4483	MIMAT0019017	89.318975	-	60.716112	-	OK	-	OK	-	OK	-
3	1	2	5	hsa-miR-4525	MIMAT0019064	373.164877	-	380.845715	-	OK	-	OK	-	OK	-
3	1	3	5	S-Probe28	S-Probe28	46061.000000	-	49857.000000	-	OK	-	OK	-	OK	-
3	1	4	5	S-Probe27	S-Probe27	524.475889	-	665.295338	-	OK	-	OK	-	OK	-
3	1	5	5	S-Probe26	S-Probe26	4173.826733	-	5193.041429	-	OK	-	OK	-	OK	-
3	1	6	5	S-Probe25	S-Probe25	56.715761	-	39.632313	-	OK	-	OK	-	OK	-
3	1	7	5	S-Probe24	S-Probe24	459.216456	-	544.589071	-	OK	-	OK	-	OK	-
3	1	8	5	S-Probe23	S-Probe23	59.697894	-	44.004727	-	OK	-	OK	-	OK	-
3	1	9	5	S-Probe22	S-Probe22	120.055353	-	106.117620	-	OK	-	OK	-	OK	-
3	1	10	5	S-Probe21	S-Probe21	571.082335	-	567.411271	-	OK	-	OK	-	OK	-
3	1	1	6	hsa-miR-5194	MIMAT0021125	66.803759	-	38.038700	-	OK	-	OK	-	OK	-
3	1	2	6	hsa-miR-5193	MIMAT0021124	69.747568	-	43.207111	-	OK	-	OK	-	OK	-
3	1	3	6	hsa-miR-5087	MIMAT0021079	58.465602	-	34.845905	-	OK	-	OK	-	OK	-
3	1	4	6	hsa-miR-5011-3p	MIMAT0021046	56.088057	-	39.880980	-	OK	-	OK	-	OK	-
3	1	5	6	hsa-miR-4501	MIMAT0019037	58.643613	-	39.248807	-	OK	-	OK	-	OK	-
3	1	6	6	hsa-miR-4802-5p	MIMAT0019981	57.137834	-	34.265533	-	OK	-	OK	-	OK	-
3	1	7	6	hsa-miR-4802-3p	MIMAT0019982	56.176373	-	37.692771	-	OK	-	OK	-	OK	-
3	1	8	6	hsa-miR-4801	MIMAT0019980	62.198851	-	40.047003	-	OK	-	OK	-	OK	-
3	1	9	6	hsa-miR-4715-3p	MIMAT0019825	62.982195	-	40.176042	-	OK	-	OK	-	OK	-
3	1	10	6	hsa-miR-4658	MIMAT0019725	65.109580	-	39.565588	-	OK	-	OK	-	OK	-
3	1	1	7	hsa-miR-329-5p	MIMAT0026555	64.554132	-	41.887601	-	OK	-	OK	-	OK	-
3	1	2	7	hsa-miR-433-5p	MIMAT0026554	68.153897	-	48.372440	-	OK	-	OK	-	OK	-
3	1	3	7	hsa-let-7c-3p	MIMAT0026472	62.304077	-	38.491433	-	OK	-	OK	-	OK	-
3	1	4	7	hsa-miR-450a-1-3p	MIMAT0022700	59.593518	-	32.581153	-	OK	-	OK	-	OK	-
3	1	5	7	hsa-miR-6717-5p	MIMAT0025846	116.476469	-	101.083706	-	OK	-	OK	-	OK	-
3	1	6	7	hsa-miR-6716-3p	MIMAT0025845	69.758912	-	52.644280	-	OK	-	OK	-	OK	-
3	1	7	7	hsa-miR-5583-3p	MIMAT0022282	54.132905	-	34.444571	-	OK	-	OK	-	OK	-
3	1	8	7	hsa-miR-5583-5p	MIMAT0022281	57.621030	-	41.196019	-	OK	-	OK	-	OK	-
3	1	9	7	hsa-miR-548ar-3p	MIMAT0022266	60.143295	-	38.910709	-	OK	-	OK	-	OK	-
3	1	10	7	hsa-miR-548ar-5p	MIMAT0022265	60.727213	-	39.104959	-	OK	-	OK	-	OK	-
3	1	1	8	hsa-miR-6830-5p	MIMAT0027560	84.463058	-	57.211057	-	OK	-	OK	-	OK	-
3	1	2	8	hsa-miR-6829-3p	MIMAT0027559	73.553601	-	46.925519	-	OK	-	OK	-	OK	-
3	1	3	8	hsa-miR-6822-5p	MIMAT0027544	84.541515	-	63.932195	-	OK	-	OK	-	OK	-
3	1	4	8	hsa-miR-6821-3p	MIMAT0027543	66.737071	-	40.268024	-	OK	-	OK	-	OK	-
3	1	5	8	hsa-miR-6814-5p	MIMAT0027528	69.186339	-	43.763729	-	OK	-	OK	-	OK	-
3	1	6	8	hsa-miR-6813-3p	MIMAT0027527	83.990889	-	50.552753	-	OK	-	OK	-	OK	-
3	1	7	8	hsa-miR-6806-5p	MIMAT0027512	117.121934	-	88.051182	-	OK	-	OK	-	OK	-
3	1	8	8	hsa-miR-6805-3p	MIMAT0027511	173.648650	-	130.902579	-	OK	-	OK	-	OK	-
3	1	9	8	hsa-miR-580-5p	MIMAT0026617	56.510025	-	35.515236	-	OK	-	OK	-	OK	-
3	1	10	8	hsa-miR-579-5p	MIMAT0026616	65.593200	-	41.716867	-	OK	-	OK	-	OK	-
3	1	1	9	No Probe	No Probe	77.725835	-	39.079815	-	OK	-	OK	-	OK	-
3	1	2	9	No Probe	No Probe	69.881686	-	42.286547	-	OK	-	OK	-	OK	-
3	1	3	9	hsa-miR-4485-5p	MIMAT0032116	107.861490	-	72.804432	-	OK	-	OK	-	OK	-
3	1	4	9	hsa-miR-1-5p	MIMAT0031892	63.770574	-	34.104617	-	OK	-	OK	-	OK	-
3	1	5	9	hsa-miR-8089	MIMAT0031016	188.854813	-	147.354189	-	OK	-	OK	-	OK	-
3	1	6	9	hsa-miR-8088	MIMAT0031015	61.177117	-	38.871162	-	OK	-	OK	-	OK	-
3	1	7	9	hsa-miR-8073	MIMAT0031000	144.029798	-	109.125115	-	OK	-	OK	-	OK	-
3	1	8	9	hsa-miR-8072	MIMAT0030999	8261.952809	-	8979.750388	-	OK	-	OK	-	OK	-
3	1	9	9	hsa-miR-8057	MIMAT0030984	62.177117	-	41.891139	-	OK	-	OK	-	OK	-
3	1	10	9	hsa-miR-8056	MIMAT0030983	60.643189	-	38.261175	-	OK	-	OK	-	OK	-
3	1	1	10	BLANK	BLANK	94.885133	-	58.440848	-	OK	-	OK	-	OK	-
3	1	2	10	BLANK	BLANK	96.228324	-	44.690383	-	OK	-	OK	-	OK	-
3	1	3	10	BLANK	BLANK	95.473874	-	60.888415	-	OK	-	OK	-	OK	-
3	1	4	10	BLANK	BLANK	94.673832	-	54.339048	-	OK	-	OK	-	OK	-
3	1	5	10	BLANK	BLANK	89.501066	-	55.500724	-	OK	-	OK	-	OK	-
3	1	6	10	BLANK	BLANK	94.495713	-	65.453509	-	OK	-	OK	-	OK	-
3	1	7	10	BLANK	BLANK	89.012942	-	60.022962	-	OK	-	OK	-	OK	-
3	1	8	10	BLANK	BLANK	103.278634	-	57.415124	-	OK	-	OK	-	OK	-
3	1	9	10	BLANK	BLANK	102.839860	-	59.179634	-	OK	-	OK	-	OK	-
3	1	10	10	BLANK	BLANK	100.312562	-	56.168086	-	OK	-	OK	-	OK	-
3	2	1	1	hsa-miR-518e-3p	MIMAT0002861	61.365411	-	44.865415	-	OK	-	OK	-	OK	-
3	2	2	1	"hsa-miR-516b-3p, hsa-miR-516a-3p"	"MIMAT0002860, MIMAT0006778"	63.843678	-	50.222616	-	OK	-	OK	-	OK	-
3	2	3	1	hsa-miR-203a-3p	MIMAT0000264	63.182153	-	37.240732	-	OK	-	OK	-	OK	-
3	2	4	1	hsa-miR-199b-5p	MIMAT0000263	68.309219	-	53.870294	-	OK	-	OK	-	OK	-
3	2	5	1	hsa-miR-199a-5p	MIMAT0000231	67.942914	-	52.626794	-	OK	-	OK	-	OK	-
3	2	6	1	hsa-miR-198	MIMAT0000228	76.302699	-	56.940672	-	OK	-	OK	-	OK	-
3	2	7	1	hsa-miR-93-5p	MIMAT0000093	66.409305	-	50.033181	-	OK	-	OK	-	OK	-
3	2	8	1	hsa-miR-92a-3p	MIMAT0000092	112.260344	-	98.745901	-	OK	-	OK	-	OK	-
3	2	9	1	hsa-miR-21-5p	MIMAT0000076	62.093837	-	51.926974	-	OK	-	OK	-	OK	-
3	2	10	1	hsa-miR-20a-5p	MIMAT0000075	60.882110	-	40.944509	-	OK	-	OK	-	OK	-
3	2	1	2	hsa-miR-34b-3p	MIMAT0004676	64.959718	-	46.244802	-	OK	-	OK	-	OK	-
3	2	2	2	hsa-miR-219a-2-3p	MIMAT0004675	61.771318	-	40.172151	-	OK	-	OK	-	OK	-
3	2	3	2	hsa-miR-138-1-3p	MIMAT0004607	66.341979	-	41.464597	-	OK	-	OK	-	OK	-
3	2	4	2	hsa-miR-136-3p	MIMAT0004606	56.043740	-	33.305194	-	OK	-	OK	-	OK	-
3	2	5	2	hsa-miR-551b-3p	MIMAT0003233	64.976416	-	39.669016	-	OK	-	OK	-	OK	-
3	2	6	2	hsa-miR-568	MIMAT0003232	60.076819	-	44.903686	-	OK	-	OK	-	OK	-
3	2	7	2	hsa-miR-552-3p	MIMAT0003215	61.954470	-	39.360132	-	OK	-	OK	-	OK	-
3	2	8	2	hsa-miR-551a	MIMAT0003214	69.720586	-	53.213027	-	OK	-	OK	-	OK	-
3	2	9	2	hsa-miR-506-3p	MIMAT0002878	64.948586	-	48.196360	-	OK	-	OK	-	OK	-
3	2	10	2	hsa-miR-513a-5p	MIMAT0002877	85.057045	-	57.617622	-	OK	-	OK	-	OK	-
3	2	1	3	hsa-miR-1914-5p	MIMAT0007889	78.186447	-	58.847414	-	OK	-	OK	-	OK	-
3	2	2	3	hsa-miR-1913	MIMAT0007888	123.048936	-	89.989043	-	OK	-	OK	-	OK	-
3	2	3	3	hsa-miR-675-3p	MIMAT0006790	78.952668	-	54.292880	-	OK	-	OK	-	OK	-
3	2	4	3	hsa-miR-1468-5p	MIMAT0006789	63.603907	-	43.959720	-	OK	-	OK	-	OK	-
3	2	5	3	hsa-miR-1288-3p	MIMAT0005942	75.397430	-	47.262630	-	OK	-	OK	-	OK	-
3	2	6	3	hsa-miR-1284	MIMAT0005941	61.459080	-	38.785448	-	OK	-	OK	-	OK	-
3	2	7	3	hsa-miR-486-3p	MIMAT0004762	348.003666	-	277.272143	-	OK	-	OK	-	OK	-
3	2	8	3	hsa-miR-483-5p	MIMAT0004761	102.278421	-	82.476623	-	OK	-	OK	-	OK	-
3	2	9	3	hsa-miR-342-5p	MIMAT0004694	94.756792	-	77.455371	-	OK	-	OK	-	OK	-
3	2	10	3	hsa-miR-330-5p	MIMAT0004693	79.141387	-	44.182082	-	OK	-	OK	-	OK	-
3	2	1	4	hsa-miR-3652	MIMAT0018072	122.826183	-	78.256812	-	OK	-	OK	-	OK	-
3	2	2	4	hsa-miR-3651	MIMAT0018071	65.948161	-	47.090088	-	OK	-	OK	-	OK	-
3	2	3	4	hsa-miR-3616-3p	MIMAT0017996	98.212582	-	81.902872	-	OK	-	OK	-	OK	-
3	2	4	4	hsa-miR-3616-5p	MIMAT0017995	60.132269	-	35.515236	-	OK	-	OK	-	OK	-
3	2	5	4	hsa-miR-2355-3p	MIMAT0017950	62.498575	-	42.816404	-	OK	-	OK	-	OK	-
3	2	6	4	hsa-miR-3200-5p	MIMAT0017392	65.598342	-	42.178885	-	OK	-	OK	-	OK	-
3	2	7	4	hsa-miR-4290	MIMAT0016921	75.320142	-	54.086843	-	OK	-	OK	-	OK	-
3	2	8	4	hsa-miR-3177-3p	MIMAT0015054	71.780965	-	51.500545	-	OK	-	OK	-	OK	-
3	2	9	4	hsa-miR-378b	MIMAT0014999	64.287911	-	45.520180	-	OK	-	OK	-	OK	-
3	2	10	4	hsa-miR-4264	MIMAT0016899	66.259124	-	39.314659	-	OK	-	OK	-	OK	-
3	2	1	5	hsa-miR-4434	MIMAT0018950	62.843465	-	33.475462	-	OK	-	OK	-	OK	-
3	2	2	5	hsa-miR-4515	MIMAT0019052	78.913810	-	39.721224	-	OK	-	OK	-	OK	-
3	2	3	5	Spike Control 2	Spike Control 2	53908.000000	-	37612.043093	-	OK	-	OK	-	OK	-
3	2	4	5	S-Probe2	S-Probe2	74.025877	-	55.371507	-	OK	-	OK	-	OK	-
3	2	5	5	S-Probe1	S-Probe1	116.243859	-	79.045381	-	OK	-	OK	-	OK	-
3	2	6	5	QC-Probe	QC-Probe	73.947844	-	60.352870	-	OK	-	OK	-	OK	-
3	2	7	5	Spike Control 2	Spike Control 2	51046.000000	-	37775.400827	-	OK	-	OK	-	OK	-
3	2	8	5	S-Probe2	S-Probe2	79.847123	-	51.595610	-	OK	-	OK	-	OK	-
3	2	9	5	S-Probe1	S-Probe1	123.426269	-	91.397871	-	OK	-	OK	-	OK	-
3	2	10	5	Negative Control 2	Negative Control 2	61.215443	-	34.092069	-	OK	-	OK	-	OK	-
3	2	1	6	hsa-miR-4793-3p	MIMAT0019966	72.681411	-	44.460190	-	OK	-	OK	-	OK	-
3	2	2	6	hsa-miR-4682	MIMAT0019767	66.153897	-	44.234985	-	OK	-	OK	-	OK	-
3	2	3	6	hsa-miR-4716-5p	MIMAT0019826	85.902679	-	55.711575	-	OK	-	OK	-	OK	-
3	2	4	6	hsa-miR-4712-5p	MIMAT0019818	64.976735	-	37.356241	-	OK	-	OK	-	OK	-
3	2	5	6	hsa-miR-548ae-3p	MIMAT0018954	60.304714	-	32.921107	-	OK	-	OK	-	OK	-
3	2	6	6	hsa-miR-548ac	MIMAT0018938	56.188248	-	37.950256	-	OK	-	OK	-	OK	-
3	2	7	6	hsa-miR-4799-5p	MIMAT0019976	59.487973	-	42.048051	-	OK	-	OK	-	OK	-
3	2	8	6	hsa-miR-4790-5p	MIMAT0019961	63.115359	-	37.090794	-	OK	-	OK	-	OK	-
3	2	9	6	hsa-miR-3529-5p	MIMAT0019828	63.309750	-	33.397529	-	OK	-	OK	-	OK	-
3	2	10	6	hsa-miR-4650-3p	MIMAT0019714	64.259867	-	43.399326	-	OK	-	OK	-	OK	-
3	2	1	7	hsa-miR-5701	MIMAT0022494	64.620394	-	35.950142	-	OK	-	OK	-	OK	-
3	2	2	7	hsa-miR-5700	MIMAT0022493	60.337686	-	38.726505	-	OK	-	OK	-	OK	-
3	2	3	7	hsa-miR-5687	MIMAT0022478	56.060333	-	37.927375	-	OK	-	OK	-	OK	-
3	2	4	7	hsa-miR-5692c	MIMAT0022476	57.087739	-	32.733012	-	OK	-	OK	-	OK	-
3	2	5	7	hsa-miR-5589-3p	MIMAT0022298	60.048564	-	41.046775	-	OK	-	OK	-	OK	-
3	2	6	7	hsa-miR-5589-5p	MIMAT0022297	74.397217	-	51.381905	-	OK	-	OK	-	OK	-
3	2	7	7	hsa-miR-4772-5p	MIMAT0019926	58.399127	-	33.912451	-	OK	-	OK	-	OK	-
3	2	8	7	hsa-miR-4745-5p	MIMAT0019878	3815.638749	-	3137.047828	-	OK	-	OK	-	OK	-
3	2	9	7	hsa-miR-4462	MIMAT0018986	123.614563	-	82.380749	-	OK	-	OK	-	OK	-
3	2	10	7	hsa-miR-4790-3p	MIMAT0019962	62.781813	-	34.713149	-	OK	-	OK	-	OK	-
