Least-squares	SpotMedian Ch1=635nm		SpotMedian Ch2= nm		
y=ax+b	Gain1-Gain2	Gain1-Gain3	Gain1-Gain2	Gain1-Gain3
a	0.517	0.281	-	-
b	0.608	2.697	-	-
r2	0.999766	0.999842	-	-

						SpotMedian		BG_Median		Gain1		Gain2		Gain3
Cell	Block	Column	Row	G_Name	G_ID	635nm	 nm	635nm	 nm	Flag_635	Flag_ 	Flag_635	Flag_ 	Flag_635	Flag_ 
2	1	1	1	hsa-miR-28-3p	MIMAT0004502	40.432530	-	35.010725	-	OK	-	OK	-	OK	-
2	1	2	1	hsa-miR-27a-5p	MIMAT0004501	40.215224	-	32.046422	-	OK	-	OK	-	OK	-
2	1	3	1	hsa-miR-518b	MIMAT0002844	41.932952	-	37.937343	-	OK	-	OK	-	OK	-
2	1	4	1	hsa-miR-520b	MIMAT0002843	38.714311	-	28.083925	-	OK	-	OK	-	OK	-
2	1	5	1	hsa-miR-498	MIMAT0002824	75.880144	-	56.477659	-	OK	-	OK	-	OK	-
2	1	6	1	hsa-miR-512-3p	MIMAT0002823	39.489349	-	40.811016	-	OK	-	OK	-	OK	-
2	1	7	1	hsa-miR-491-5p	MIMAT0002807	108.011208	-	69.689089	-	OK	-	OK	-	OK	-
2	1	8	1	hsa-miR-490-3p	MIMAT0002806	47.143024	-	25.484301	-	OK	-	OK	-	OK	-
2	1	9	1	hsa-miR-452-5p	MIMAT0001635	43.037181	-	31.814979	-	OK	-	OK	-	OK	-
2	1	10	1	hsa-miR-451a	MIMAT0001631	76.734125	-	56.886992	-	OK	-	OK	-	OK	-
2	1	1	2	hsa-miR-1302	MIMAT0005890	36.267970	-	38.255343	-	OK	-	OK	-	OK	-
2	1	2	2	hsa-miR-548l	MIMAT0005889	43.262142	-	41.801064	-	OK	-	OK	-	OK	-
2	1	3	2	hsa-miR-1208	MIMAT0005873	39.346141	-	37.311901	-	OK	-	OK	-	OK	-
2	1	4	2	hsa-miR-1207-3p	MIMAT0005872	45.639934	-	37.744010	-	OK	-	OK	-	OK	-
2	1	5	2	hsa-miR-124-5p	MIMAT0004591	38.818047	-	35.511683	-	OK	-	OK	-	OK	-
2	1	6	2	hsa-miR-122-3p	MIMAT0004590	41.214663	-	38.086337	-	OK	-	OK	-	OK	-
2	1	7	2	"hsa-miR-199a-3p, hsa-miR-199b-3p"	"MIMAT0000232, MIMAT0004563"	39.498972	-	29.405464	-	OK	-	OK	-	OK	-
2	1	8	2	hsa-miR-196a-3p	MIMAT0004562	37.576300	-	35.953173	-	OK	-	OK	-	OK	-
2	1	9	2	hsa-miR-16-2-3p	MIMAT0004518	45.870022	-	32.329852	-	OK	-	OK	-	OK	-
2	1	10	2	hsa-miR-106a-3p	MIMAT0004517	43.884350	-	30.381064	-	OK	-	OK	-	OK	-
2	1	1	3	hsa-miR-4281	MIMAT0016907	1492.310431	-	744.255592	-	OK	-	OK	-	OK	-
2	1	2	3	hsa-miR-4271	MIMAT0016901	203.931022	-	152.509152	-	OK	-	OK	-	OK	-
2	1	3	3	hsa-miR-3130-3p	MIMAT0014994	39.398256	-	38.871331	-	OK	-	OK	-	OK	-
2	1	4	3	hsa-miR-4285	MIMAT0016913	50.262072	-	38.500349	-	OK	-	OK	-	OK	-
2	1	5	3	hsa-miR-2277-3p	MIMAT0011777	44.276961	-	32.506155	-	OK	-	OK	-	OK	-
2	1	6	3	hsa-miR-2276-3p	MIMAT0011775	53.517447	-	40.280664	-	OK	-	OK	-	OK	-
2	1	7	3	hsa-miR-1270	MIMAT0005924	39.176032	-	41.045295	-	OK	-	OK	-	OK	-
2	1	8	3	hsa-miR-1269a	MIMAT0005923	42.202864	-	34.933731	-	OK	-	OK	-	OK	-
2	1	9	3	hsa-miR-1255a	MIMAT0005906	37.349723	-	34.677004	-	OK	-	OK	-	OK	-
2	1	10	3	hsa-miR-1254	MIMAT0005905	127.813361	-	85.942085	-	OK	-	OK	-	OK	-
2	1	1	4	hsa-miR-4424	MIMAT0018939	45.180389	-	41.542809	-	OK	-	OK	-	OK	-
2	1	2	4	hsa-miR-4785	MIMAT0019949	42.622586	-	42.917089	-	OK	-	OK	-	OK	-
2	1	3	4	hsa-miR-4680-5p	MIMAT0019764	43.240720	-	41.685112	-	OK	-	OK	-	OK	-
2	1	4	4	hsa-miR-3124-3p	MIMAT0019200	40.903313	-	36.461282	-	OK	-	OK	-	OK	-
2	1	5	4	hsa-miR-4722-3p	MIMAT0019837	57.164589	-	47.233671	-	OK	-	OK	-	OK	-
2	1	6	4	hsa-miR-3140-5p	MIMAT0019204	40.166692	-	33.635670	-	OK	-	OK	-	OK	-
2	1	7	4	hsa-miR-4709-5p	MIMAT0019811	42.655315	-	42.565088	-	OK	-	OK	-	OK	-
2	1	8	4	hsa-miR-3973	MIMAT0019358	44.378170	-	36.329040	-	OK	-	OK	-	OK	-
2	1	9	4	hsa-miR-3186-3p	MIMAT0015068	51.572090	-	31.435501	-	OK	-	OK	-	OK	-
2	1	10	4	hsa-miR-3065-5p	MIMAT0015066	43.505505	-	33.527440	-	OK	-	OK	-	OK	-
2	1	1	5	hsa-miR-4483	MIMAT0019017	85.039155	-	61.246326	-	OK	-	OK	-	OK	-
2	1	2	5	hsa-miR-4525	MIMAT0019064	167.171497	-	67.572362	-	OK	-	OK	-	OK	-
2	1	3	5	S-Probe28	S-Probe28	31035.676570	-	28194.734067	-	OK	-	OK	-	OK	-
2	1	4	5	S-Probe27	S-Probe27	573.611537	-	566.776231	-	OK	-	OK	-	OK	-
2	1	5	5	S-Probe26	S-Probe26	1742.844417	-	1600.644173	-	OK	-	OK	-	OK	-
2	1	6	5	S-Probe25	S-Probe25	39.350777	-	42.993658	-	OK	-	OK	-	OK	-
2	1	7	5	S-Probe24	S-Probe24	709.050109	-	553.283115	-	OK	-	OK	-	OK	-
2	1	8	5	S-Probe23	S-Probe23	38.206515	-	37.055985	-	OK	-	OK	-	OK	-
2	1	9	5	S-Probe22	S-Probe22	155.782676	-	97.836727	-	OK	-	OK	-	OK	-
2	1	10	5	S-Probe21	S-Probe21	633.548266	-	353.579143	-	OK	-	OK	-	OK	-
2	1	1	6	hsa-miR-5194	MIMAT0021125	47.335047	-	43.134895	-	OK	-	OK	-	OK	-
2	1	2	6	hsa-miR-5193	MIMAT0021124	51.836522	-	40.903986	-	OK	-	OK	-	OK	-
2	1	3	6	hsa-miR-5087	MIMAT0021079	39.425928	-	37.413791	-	OK	-	OK	-	OK	-
2	1	4	6	hsa-miR-5011-3p	MIMAT0021046	41.450370	-	34.169780	-	OK	-	OK	-	OK	-
2	1	5	6	hsa-miR-4501	MIMAT0019037	44.028963	-	39.395343	-	OK	-	OK	-	OK	-
2	1	6	6	hsa-miR-4802-5p	MIMAT0019981	41.841014	-	48.660822	-	OK	-	OK	-	OK	-
2	1	7	6	hsa-miR-4802-3p	MIMAT0019982	44.098635	-	33.825077	-	OK	-	OK	-	OK	-
2	1	8	6	hsa-miR-4801	MIMAT0019980	41.562324	-	32.534167	-	OK	-	OK	-	OK	-
2	1	9	6	hsa-miR-4715-3p	MIMAT0019825	40.832797	-	32.541040	-	OK	-	OK	-	OK	-
2	1	10	6	hsa-miR-4658	MIMAT0019725	48.281035	-	37.321392	-	OK	-	OK	-	OK	-
2	1	1	7	hsa-miR-329-5p	MIMAT0026555	42.835818	-	47.419428	-	OK	-	OK	-	OK	-
2	1	2	7	hsa-miR-433-5p	MIMAT0026554	59.254560	-	63.532059	-	OK	-	OK	-	OK	-
2	1	3	7	hsa-let-7c-3p	MIMAT0026472	43.173786	-	37.802798	-	OK	-	OK	-	OK	-
2	1	4	7	hsa-miR-450a-1-3p	MIMAT0022700	37.747532	-	44.677998	-	OK	-	OK	-	OK	-
2	1	5	7	hsa-miR-6717-5p	MIMAT0025846	69.756740	-	70.185695	-	OK	-	OK	-	OK	-
2	1	6	7	hsa-miR-6716-3p	MIMAT0025845	44.270359	-	45.580713	-	OK	-	OK	-	OK	-
2	1	7	7	hsa-miR-5583-3p	MIMAT0022282	39.153839	-	40.861416	-	OK	-	OK	-	OK	-
2	1	8	7	hsa-miR-5583-5p	MIMAT0022281	42.143655	-	34.710361	-	OK	-	OK	-	OK	-
2	1	9	7	hsa-miR-548ar-3p	MIMAT0022266	38.788970	-	36.469040	-	OK	-	OK	-	OK	-
2	1	10	7	hsa-miR-548ar-5p	MIMAT0022265	40.642110	-	38.166555	-	OK	-	OK	-	OK	-
2	1	1	8	hsa-miR-6830-5p	MIMAT0027560	56.345092	-	59.816023	-	OK	-	OK	-	OK	-
2	1	2	8	hsa-miR-6829-3p	MIMAT0027559	58.291855	-	45.712034	-	OK	-	OK	-	OK	-
2	1	3	8	hsa-miR-6822-5p	MIMAT0027544	59.457046	-	58.615247	-	OK	-	OK	-	OK	-
2	1	4	8	hsa-miR-6821-3p	MIMAT0027543	44.501923	-	49.781877	-	OK	-	OK	-	OK	-
2	1	5	8	hsa-miR-6814-5p	MIMAT0027528	42.554107	-	46.515901	-	OK	-	OK	-	OK	-
2	1	6	8	hsa-miR-6813-3p	MIMAT0027527	57.356330	-	58.531986	-	OK	-	OK	-	OK	-
2	1	7	8	hsa-miR-6806-5p	MIMAT0027512	103.582986	-	94.927527	-	OK	-	OK	-	OK	-
2	1	8	8	hsa-miR-6805-3p	MIMAT0027511	331.510905	-	277.661289	-	OK	-	OK	-	OK	-
2	1	9	8	hsa-miR-580-5p	MIMAT0026617	37.798592	-	46.358228	-	OK	-	OK	-	OK	-
2	1	10	8	hsa-miR-579-5p	MIMAT0026616	44.407809	-	43.826458	-	OK	-	OK	-	OK	-
2	1	1	9	No Probe	No Probe	48.219581	-	48.676725	-	OK	-	OK	-	OK	-
2	1	2	9	No Probe	No Probe	46.788621	-	44.429307	-	OK	-	OK	-	OK	-
2	1	3	9	hsa-miR-4485-5p	MIMAT0032116	66.349448	-	65.313756	-	OK	-	OK	-	OK	-
2	1	4	9	hsa-miR-1-5p	MIMAT0031892	43.724708	-	41.000846	-	OK	-	OK	-	OK	-
2	1	5	9	hsa-miR-8089	MIMAT0031016	107.961762	-	104.169103	-	OK	-	OK	-	OK	-
2	1	6	9	hsa-miR-8088	MIMAT0031015	41.169712	-	42.350895	-	OK	-	OK	-	OK	-
2	1	7	9	hsa-miR-8073	MIMAT0031000	85.691495	-	89.980860	-	OK	-	OK	-	OK	-
2	1	8	9	hsa-miR-8072	MIMAT0030999	6730.257658	-	6615.732097	-	OK	-	OK	-	OK	-
2	1	9	9	hsa-miR-8057	MIMAT0030984	41.357379	-	37.954058	-	OK	-	OK	-	OK	-
2	1	10	9	hsa-miR-8056	MIMAT0030983	45.030017	-	33.704519	-	OK	-	OK	-	OK	-
2	1	1	10	BLANK	BLANK	46.797400	-	41.380822	-	OK	-	OK	-	OK	-
2	1	2	10	BLANK	BLANK	57.422771	-	45.523549	-	OK	-	OK	-	OK	-
2	1	3	10	BLANK	BLANK	52.663114	-	49.822604	-	OK	-	OK	-	OK	-
2	1	4	10	BLANK	BLANK	51.739388	-	48.614253	-	OK	-	OK	-	OK	-
2	1	5	10	BLANK	BLANK	54.629331	-	53.577247	-	OK	-	OK	-	OK	-
2	1	6	10	BLANK	BLANK	54.218950	-	47.356531	-	OK	-	OK	-	OK	-
2	1	7	10	BLANK	BLANK	51.423964	-	44.483210	-	OK	-	OK	-	OK	-
2	1	8	10	BLANK	BLANK	53.660655	-	49.520010	-	OK	-	OK	-	OK	-
2	1	9	10	BLANK	BLANK	56.250486	-	34.728494	-	OK	-	OK	-	OK	-
2	1	10	10	BLANK	BLANK	58.400718	-	43.359574	-	OK	-	OK	-	OK	-
2	2	1	1	hsa-miR-518e-3p	MIMAT0002861	38.105307	-	32.813670	-	OK	-	OK	-	OK	-
2	2	2	1	"hsa-miR-516b-3p, hsa-miR-516a-3p"	"MIMAT0002860, MIMAT0006778"	39.180950	-	41.604616	-	OK	-	OK	-	OK	-
2	2	3	1	hsa-miR-203a-3p	MIMAT0000264	72.325149	-	64.060144	-	OK	-	OK	-	OK	-
2	2	4	1	hsa-miR-199b-5p	MIMAT0000263	46.864264	-	44.684834	-	OK	-	OK	-	OK	-
2	2	5	1	hsa-miR-199a-5p	MIMAT0000231	50.034373	-	36.518337	-	OK	-	OK	-	OK	-
2	2	6	1	hsa-miR-198	MIMAT0000228	47.209396	-	40.960931	-	OK	-	OK	-	OK	-
2	2	7	1	hsa-miR-93-5p	MIMAT0000093	44.551509	-	33.547877	-	OK	-	OK	-	OK	-
2	2	8	1	hsa-miR-92a-3p	MIMAT0000092	55.083328	-	47.608410	-	OK	-	OK	-	OK	-
2	2	9	1	hsa-miR-21-5p	MIMAT0000076	40.101656	-	29.323622	-	OK	-	OK	-	OK	-
2	2	10	1	hsa-miR-20a-5p	MIMAT0000075	37.125323	-	32.785973	-	OK	-	OK	-	OK	-
2	2	1	2	hsa-miR-34b-3p	MIMAT0004676	40.453390	-	43.406640	-	OK	-	OK	-	OK	-
2	2	2	2	hsa-miR-219a-2-3p	MIMAT0004675	42.553545	-	33.968082	-	OK	-	OK	-	OK	-
2	2	3	2	hsa-miR-138-1-3p	MIMAT0004607	44.346072	-	44.389004	-	OK	-	OK	-	OK	-
2	2	4	2	hsa-miR-136-3p	MIMAT0004606	42.677790	-	33.122107	-	OK	-	OK	-	OK	-
2	2	5	2	hsa-miR-551b-3p	MIMAT0003233	41.923329	-	41.782119	-	OK	-	OK	-	OK	-
2	2	6	2	hsa-miR-568	MIMAT0003232	43.939554	-	37.038846	-	OK	-	OK	-	OK	-
2	2	7	2	hsa-miR-552-3p	MIMAT0003215	40.540341	-	35.219077	-	OK	-	OK	-	OK	-
2	2	8	2	hsa-miR-551a	MIMAT0003214	44.854149	-	40.357658	-	OK	-	OK	-	OK	-
2	2	9	2	hsa-miR-506-3p	MIMAT0002878	45.988087	-	41.224107	-	OK	-	OK	-	OK	-
2	2	10	2	hsa-miR-513a-5p	MIMAT0002877	55.243884	-	49.144458	-	OK	-	OK	-	OK	-
2	2	1	3	hsa-miR-1914-5p	MIMAT0007889	51.589086	-	38.150725	-	OK	-	OK	-	OK	-
2	2	2	3	hsa-miR-1913	MIMAT0007888	101.007975	-	78.914059	-	OK	-	OK	-	OK	-
2	2	3	3	hsa-miR-675-3p	MIMAT0006790	51.661216	-	40.849052	-	OK	-	OK	-	OK	-
2	2	4	3	hsa-miR-1468-5p	MIMAT0006789	41.996304	-	30.406955	-	OK	-	OK	-	OK	-
2	2	5	3	hsa-miR-1288-3p	MIMAT0005942	49.767130	-	42.907393	-	OK	-	OK	-	OK	-
2	2	6	3	hsa-miR-1284	MIMAT0005941	42.993845	-	33.333998	-	OK	-	OK	-	OK	-
2	2	7	3	hsa-miR-486-3p	MIMAT0004762	390.964846	-	270.134938	-	OK	-	OK	-	OK	-
2	2	8	3	hsa-miR-483-5p	MIMAT0004761	61.163958	-	55.977198	-	OK	-	OK	-	OK	-
2	2	9	3	hsa-miR-342-5p	MIMAT0004694	65.075323	-	45.089210	-	OK	-	OK	-	OK	-
2	2	10	3	hsa-miR-330-5p	MIMAT0004693	48.722110	-	41.428422	-	OK	-	OK	-	OK	-
2	2	1	4	hsa-miR-3652	MIMAT0018072	100.164387	-	73.983113	-	OK	-	OK	-	OK	-
2	2	2	4	hsa-miR-3651	MIMAT0018071	44.667044	-	42.546253	-	OK	-	OK	-	OK	-
2	2	3	4	hsa-miR-3616-3p	MIMAT0017996	93.952418	-	59.562725	-	OK	-	OK	-	OK	-
2	2	4	4	hsa-miR-3616-5p	MIMAT0017995	36.351408	-	27.436422	-	OK	-	OK	-	OK	-
2	2	5	4	hsa-miR-2355-3p	MIMAT0017950	41.451423	-	40.470458	-	OK	-	OK	-	OK	-
2	2	6	4	hsa-miR-3200-5p	MIMAT0017392	44.868477	-	31.795537	-	OK	-	OK	-	OK	-
2	2	7	4	hsa-miR-4290	MIMAT0016921	48.751257	-	35.269755	-	OK	-	OK	-	OK	-
