Least-squares	SpotMedian Ch1=635nm		SpotMedian Ch2= nm		
y=ax+b	Gain1-Gain2	Gain1-Gain3	Gain1-Gain2	Gain1-Gain3
a	0.521	0.281	-	-
b	-0.723	1.398	-	-
r2	0.999795	0.999687	-	-

						SpotMedian		BG_Median		Gain1		Gain2		Gain3
Cell	Block	Column	Row	G_Name	G_ID	635nm	 nm	635nm	 nm	Flag_635	Flag_ 	Flag_635	Flag_ 	Flag_635	Flag_ 
3	1	1	1	hsa-miR-28-3p	MIMAT0004502	36.641730	-	6.665180	-	OK	-	OK	-	OK	-
3	1	2	1	hsa-miR-27a-5p	MIMAT0004501	34.468871	-	7.149611	-	OK	-	OK	-	OK	-
3	1	3	1	hsa-miR-518b	MIMAT0002844	35.660425	-	18.346436	-	OK	-	OK	-	OK	-
3	1	4	1	hsa-miR-520b	MIMAT0002843	35.070270	-	7.659495	-	OK	-	OK	-	OK	-
3	1	5	1	hsa-miR-498	MIMAT0002824	66.456892	-	32.523132	-	OK	-	OK	-	OK	-
3	1	6	1	hsa-miR-512-3p	MIMAT0002823	36.952122	-	5.377742	-	OK	-	OK	-	OK	-
3	1	7	1	hsa-miR-491-5p	MIMAT0002807	57.766492	-	27.422183	-	OK	-	OK	-	OK	-
3	1	8	1	hsa-miR-490-3p	MIMAT0002806	35.599401	-	9.355353	-	OK	-	OK	-	OK	-
3	1	9	1	hsa-miR-452-5p	MIMAT0001635	37.825141	-	2.658474	-	OK	-	OK	-	OK	-
3	1	10	1	hsa-miR-451a	MIMAT0001631	62.557379	-	45.371252	-	OK	-	OK	-	OK	-
3	1	1	2	hsa-miR-1302	MIMAT0005890	35.041360	-	9.765719	-	OK	-	OK	-	OK	-
3	1	2	2	hsa-miR-548l	MIMAT0005889	32.709754	-	6.689612	-	OK	-	OK	-	OK	-
3	1	3	2	hsa-miR-1208	MIMAT0005873	37.979995	-	7.436388	-	OK	-	OK	-	OK	-
3	1	4	2	hsa-miR-1207-3p	MIMAT0005872	39.597674	-	13.261207	-	OK	-	OK	-	OK	-
3	1	5	2	hsa-miR-124-5p	MIMAT0004591	33.418057	-	14.572164	-	OK	-	OK	-	OK	-
3	1	6	2	hsa-miR-122-3p	MIMAT0004590	37.748974	-	8.182131	-	OK	-	OK	-	OK	-
3	1	7	2	"hsa-miR-199a-3p, hsa-miR-199b-3p"	"MIMAT0000232, MIMAT0004563"	36.934461	-	14.037078	-	OK	-	OK	-	OK	-
3	1	8	2	hsa-miR-196a-3p	MIMAT0004562	33.450861	-	16.240873	-	OK	-	OK	-	OK	-
3	1	9	2	hsa-miR-16-2-3p	MIMAT0004518	32.546417	-	11.931515	-	OK	-	OK	-	OK	-
3	1	10	2	hsa-miR-106a-3p	MIMAT0004517	32.272726	-	6.842861	-	OK	-	OK	-	OK	-
3	1	1	3	hsa-miR-4281	MIMAT0016907	1477.223922	-	1685.110825	-	OK	-	OK	-	OK	-
3	1	2	3	hsa-miR-4271	MIMAT0016901	209.961699	-	160.091049	-	OK	-	OK	-	OK	-
3	1	3	3	hsa-miR-3130-3p	MIMAT0014994	39.761704	-	10.847416	-	OK	-	OK	-	OK	-
3	1	4	3	hsa-miR-4285	MIMAT0016913	36.237161	-	14.771404	-	OK	-	OK	-	OK	-
3	1	5	3	hsa-miR-2277-3p	MIMAT0011777	37.852669	-	10.272840	-	OK	-	OK	-	OK	-
3	1	6	3	hsa-miR-2276-3p	MIMAT0011775	40.362415	-	13.012646	-	OK	-	OK	-	OK	-
3	1	7	3	hsa-miR-1270	MIMAT0005924	34.859328	-	6.135574	-	OK	-	OK	-	OK	-
3	1	8	3	hsa-miR-1269a	MIMAT0005923	33.244164	-	4.278680	-	OK	-	OK	-	OK	-
3	1	9	3	hsa-miR-1255a	MIMAT0005906	31.583466	-	0.377742	-	OK	-	OK	-	OK	-
3	1	10	3	hsa-miR-1254	MIMAT0005905	73.615741	-	58.170570	-	OK	-	OK	-	OK	-
3	1	1	4	hsa-miR-4424	MIMAT0018939	36.383181	-	14.185304	-	OK	-	OK	-	OK	-
3	1	2	4	hsa-miR-4785	MIMAT0019949	35.703096	-	11.860214	-	OK	-	OK	-	OK	-
3	1	3	4	hsa-miR-4680-5p	MIMAT0019764	31.480805	-	5.341785	-	OK	-	OK	-	OK	-
3	1	4	4	hsa-miR-3124-3p	MIMAT0019200	38.626239	-	7.575036	-	OK	-	OK	-	OK	-
3	1	5	4	hsa-miR-4722-3p	MIMAT0019837	45.785781	-	22.204351	-	OK	-	OK	-	OK	-
3	1	6	4	hsa-miR-3140-5p	MIMAT0019204	32.757015	-	9.727611	-	OK	-	OK	-	OK	-
3	1	7	4	hsa-miR-4709-5p	MIMAT0019811	36.843492	-	5.221164	-	OK	-	OK	-	OK	-
3	1	8	4	hsa-miR-3973	MIMAT0019358	34.688642	-	9.383883	-	OK	-	OK	-	OK	-
3	1	9	4	hsa-miR-3186-3p	MIMAT0015068	37.143677	-	3.977771	-	OK	-	OK	-	OK	-
3	1	10	4	hsa-miR-3065-5p	MIMAT0015066	33.610994	-	9.403400	-	OK	-	OK	-	OK	-
3	1	1	5	hsa-miR-4483	MIMAT0019017	60.873051	-	42.573774	-	OK	-	OK	-	OK	-
3	1	2	5	hsa-miR-4525	MIMAT0019064	1590.410866	-	639.779711	-	OK	-	OK	-	OK	-
3	1	3	5	S-Probe28	S-Probe28	46553.000000	-	42793.000000	-	OK	-	OK	-	OK	-
3	1	4	5	S-Probe27	S-Probe27	577.361091	-	586.705487	-	OK	-	OK	-	OK	-
3	1	5	5	S-Probe26	S-Probe26	3598.410236	-	3989.794436	-	OK	-	OK	-	OK	-
3	1	6	5	S-Probe25	S-Probe25	31.039190	-	7.151198	-	OK	-	OK	-	OK	-
3	1	7	5	S-Probe24	S-Probe24	500.385299	-	483.621426	-	OK	-	OK	-	OK	-
3	1	8	5	S-Probe23	S-Probe23	35.434684	-	5.187154	-	OK	-	OK	-	OK	-
3	1	9	5	S-Probe22	S-Probe22	129.386468	-	88.261208	-	OK	-	OK	-	OK	-
3	1	10	5	S-Probe21	S-Probe21	539.033666	-	550.875623	-	OK	-	OK	-	OK	-
3	1	1	6	hsa-miR-5194	MIMAT0021125	34.952122	-	6.678652	-	OK	-	OK	-	OK	-
3	1	2	6	hsa-miR-5193	MIMAT0021124	41.240024	-	9.723261	-	OK	-	OK	-	OK	-
3	1	3	6	hsa-miR-5087	MIMAT0021079	35.604680	-	12.406368	-	OK	-	OK	-	OK	-
3	1	4	6	hsa-miR-5011-3p	MIMAT0021046	34.590227	-	7.651504	-	OK	-	OK	-	OK	-
